frequency_hz,phase_deg,magnitude_ohm
1343397.39394,86.3439953253,131.782052202
1346427.63636,87.2935189398,135.851043244
1349457.87879,85.224755116,133.53228075
1352488.12121,86.7761362388,136.820623995
1355518.36364,86.3090958139,139.892315793
1358548.60606,86.4506809705,137.719583187
1361578.84848,85.8761436769,138.771558575
1364609.09091,84.2855122524,139.626382579
1367639.33333,87.1974457125,138.327426743
1370669.57576,87.4964792727,136.031899551
1373699.81818,84.8494537617,141.197096423
1376730.06061,86.8242960353,139.819175343
1379760.30303,85.7298974673,140.709041767
1382790.54545,87.2874146005,142.118123095
1385820.78788,86.9807308965,140.754729555
1388851.0303,85.1565311753,143.584245461
1391881.27273,86.6730524403,143.56339392
1394911.51515,89.0155318775,144.273042365
1397941.75758,85.3831661207,143.622528424
1400972,86.7104229108,144.707212592
1404002.24242,84.7535916889,151.04236803
1407032.48485,88.5023025449,145.05680666
1410062.72727,86.6617277231,145.945269955
1413092.9697,87.5093428615,146.654598466
1416123.21212,84.4762157006,146.444646144
1419153.45455,87.1422140633,147.430122459
1422183.69697,85.0317569031,151.241381672
1425213.93939,87.8236697444,148.35987608
1428244.18182,86.5110937145,148.697467803
1431274.42424,89.8726710802,148.740662428
1434304.66667,85.7747747014,143.441088733
1437334.90909,87.2120426052,151.673627426
1440365.15152,87.9601803287,154.203178638
1443395.39394,88.2258501793,148.287713525
1446425.63636,87.1271640572,153.054782212
1449455.87879,87.0624322163,160.373130357
1452486.12121,87.4254622142,153.929566507
1455516.36364,88.9260056599,157.513531943
1458546.60606,87.1619657563,158.705334453
1461576.84848,86.8183837246,153.968789386
1464607.09091,85.3212159956,153.035039624
1467637.33333,85.8833180339,160.092636489
1470667.57576,87.0520415249,156.132004255
1473697.81818,87.2419078446,157.549997327
1476728.06061,88.1243059311,161.318731662
1479758.30303,87.3607831645,159.870456224
1482788.54545,87.110264424,160.751587668
1485818.78788,83.0841313439,160.324424326
1488849.0303,86.3082206471,161.809098509
1491879.27273,85.7653001319,160.761813966
1494909.51515,86.708537414,167.230853903
1497939.75758,86.3139009514,160.908582005
1500970,86.8134863919,164.257244154
1504000.24242,87.8268966411,168.234042327
1507030.48485,86.9807941302,163.704028354
1510060.72727,87.0771843873,164.695653868
1513090.9697,86.8654099898,163.692988138
1516121.21212,86.6665517833,164.986890461
1519151.45455,88.6506626766,170.614892908
1522181.69697,86.6942246145,166.489989502
1525211.93939,86.9476546902,167.031217157
1528242.18182,85.3220506155,173.698416328
1531272.42424,86.6471334378,169.168709413
1534302.66667,86.2127770887,172.057389997
1537332.90909,86.6698971039,167.53709
1540363.15152,86.5239433177,170.319210728
1543393.39394,86.5721414886,172.567220297
1546423.63636,87.7430260979,173.512620419
1549453.87879,86.8356245638,172.641563988
1552484.12121,85.5114983176,173.048557562
1555514.36364,85.5560450853,183.731688748
1558544.60606,86.8136022663,173.185537583
1561574.84848,87.0644008789,176.280960872
1564605.09091,86.3990986938,172.371488477
1567635.33333,86.572370724,175.047454584
1570665.57576,86.2753296909,174.782863545
1573695.81818,80.0602343005,177.441051676
1576726.06061,86.9885618179,177.01541342
1579756.30303,87.0621050301,177.563036547
1582786.54545,88.8428564591,178.321641557
1585816.78788,86.6083644211,179.371906434
1588847.0303,86.1385208911,181.763565987
1591877.27273,87.9081898829,193.338167709
1594907.51515,86.8227453273,180.967127867
1597937.75758,84.9696231798,186.242398671
1600968,86.8254197921,182.855026499
1603998.24242,86.7641600096,182.868400687
1607028.48485,86.454181289,183.012533355
1610058.72727,87.9758587154,190.957599288
1613088.9697,86.7406332813,184.682852138
1616119.21212,87.0719235689,184.982271308
1619149.45455,89.2121575356,179.97262498
1622179.69697,86.4619293923,186.391729453
1625209.93939,86.0134669113,185.998341131
1628240.18182,87.1535894655,180.316553414
1631270.42424,86.5028784032,189.70324056
1634300.66667,87.0374564238,192.44862406
1637330.90909,85.8665015314,184.015075646
1640361.15152,86.509197879,190.420589424
1643391.39394,85.7281483458,192.956124167
1646421.63636,87.8420269018,193.061705239
1649451.87879,86.6328423028,192.270173433
1652482.12121,86.0501570767,198.712939027
1655512.36364,87.054006973,193.639474314
1658542.60606,86.4944431787,195.275034491
1661572.84848,86.9373094929,197.496529648
1664603.09091,86.1236545438,197.071616127
1667633.33333,86.3560152567,195.918971184
1670663.57576,85.6215783169,196.617101264
1673693.81818,84.6730611228,197.778250815
1676724.06061,86.3919806999,197.861575843
1679754.30303,86.3127854205,198.767389924
1682784.54545,86.1962042775,205.026024413
1685814.78788,86.32891865,200.032175619
1688845.0303,83.9516060289,206.742389272
1691875.27273,86.2326590198,205.511058356
1694905.51515,86.2367724718,202.891884431
1697935.75758,84.7682772785,210.320133149
1700966,87.2438701965,208.854536809
1703996.24242,86.2955487766,204.184225009
1707026.48485,86.3416263993,217.517697734
1710056.72727,86.7268593236,204.415173682
1713086.9697,86.3747132784,206.457056371
1716117.21212,85.9286134334,209.16865417
1719147.45455,85.9892638612,213.178282669
1722177.69697,86.6826420407,206.516963245
1725207.93939,86.8244378393,204.526610971
1728238.18182,85.0777912625,214.268906718
1731268.42424,86.2569988491,211.067807242
1734298.66667,84.2031927785,220.810330037
1737328.90909,86.7400747088,215.906756512
1740359.15152,86.1295937351,214.033477749
1743389.39394,88.1082500431,223.073441868
1746419.63636,84.9668167128,214.971501248
1749449.87879,86.3286055955,214.279720316
1752480.12121,87.5867509545,207.00309668
1755510.36364,86.3846728934,216.980655439
1758540.60606,86.6209456851,216.891759528
1761570.84848,87.0406328345,224.389827173
1764601.09091,85.0459263274,222.541748311
1767631.33333,86.0520765183,220.389138626
1770661.57576,84.3355068526,228.801623979
1773691.81818,85.0548408266,224.518384489
1776722.06061,86.0325357437,225.189865976
1779752.30303,84.8150059868,230.128962603
1782782.54545,86.6669778371,223.022868434
1785812.78788,85.9092132628,225.33435119
1788843.0303,86.1334186678,213.108711912
1791873.27273,86.2909878708,227.878302298
1794903.51515,84.7727381994,224.066104792
1797933.75758,88.0390708459,243.471314901
1800964,85.6911446538,231.084421363
1803994.24242,88.5825463702,250.942497804
1807024.48485,86.6698183153,229.699294202
1810054.72727,85.4579775363,233.649369533
1813084.9697,84.8039760416,224.97981707
1816115.21212,86.003472002,229.989609228
1819145.45455,86.3580702353,225.289253226
1822175.69697,84.8351570685,232.288908981
1825205.93939,86.0041238513,233.605275628
1828236.18182,83.7766310602,237.998933985
1831266.42424,86.0065960743,236.529140293
1834296.66667,87.2376174664,262.924463686
1837326.90909,86.245057505,245.356354526
1840357.15152,86.1159617225,238.105368221
1843387.39394,84.3641424233,265.914781141
1846417.63636,83.3144006511,247.194930823
1849447.87879,85.4886126601,245.815673425
1852478.12121,85.9447132538,241.033367718
1855508.36364,88.29408061,247.088980813
1858538.60606,86.3760291785,241.88574326
1861568.84848,87.054569323,243.439917326
1864599.09091,86.3206591783,244.973995016
1867629.33333,82.7736826277,251.906498983
1870659.57576,84.6955700987,236.468102716
1873689.81818,85.3087180113,248.868956388
1876720.06061,83.6261828686,255.413313058
1879750.30303,83.1169385427,257.139680551
1882780.54545,85.9279675623,246.792767474
1885810.78788,85.7342726999,250.769752869
1888841.0303,85.2354745641,262.821682259
1891871.27273,86.8794085984,257.315087349
1894901.51515,85.7470939825,254.585678693
1897931.75758,85.6170356266,259.448161028
1900962,84.4006689944,254.85885337
1903992.24242,85.2958506596,254.522121651
